Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"A development team is planning to run a workflow that only executes a few times per day. They want to minimize costs by paying only when the workflow actually runs, rather than paying for compute resources that sit idle. What is the primary benefit of using a consumption-based (pay-per-use) pricing model?",multiple-choice,"You pay only for actual resource usage, which can greatly reduce costs for workloads that do not run continuously",A consumption-based pricing model bills you only when compute resources actually execute. This can significantly reduce costs for: · event-driven workloads · batch jobs · infrequent or sporadic processes · serverless functions.,It guarantees lower costs than any other pricing model,"Consumption isn’t always cheaper. If workloads run continuously, hourly or reserved pricing may be more economical.",It provides the simplest and most predictable monthly billing,"Consumption billing can be less predictable, because it depends on usage spikes and changes.",It ensures unlimited performance without additional charges,"Performance costs still scale with usage—the more your workload runs, the more you pay.",,,,,1,"Consumption-based pricing saves money when workloads do not run continuously, because you pay only for actual execution, not idle time.",Azure Management and Governance
You need to design a critical workload in Azure that must meet the highest possible SLA for virtual machines. Azure recommends distributing VMs so that a failure in one physical datacenter does not affect the entire application. Which deployment approach provides the highest availability?,multiple-choice,Deploy multiple virtual machines across different Availability Zones in the same region,"Deploying VMs across Availability Zones provides the highest level of resiliency because: · Each zone is a physically separate datacenter · Zones have independent power, cooling, and networking · A zonal failure does not impact VMs in other zones · Azure offers its highest VM SLA for zone-redundant deployments.",Deploy a single virtual machine with premium SSDs,A single VM has the lowest SLA and creates a single point of failure.,Deploy multiple virtual machines inside a single Availability Set,"Availability Sets protect against rack-level failures, not entire datacenter failures. They offer a good SLA, but still lower than zone redundancy.",Deploy all virtual machines inside the same datacenter rack for performance,This dramatically reduces availability because a rack failure would take down all VMs.,,,,,1,"For the highest SLA and maximum availability, deploy VMs across multiple Availability Zones within the same Azure region.",Azure Architecture and Services
Your team is planning to deploy a large number of identical virtual machines using an Azure Virtual Machine Scale Set (VMSS). They want to understand the default maximum number of VMs that can be placed in a single VMSS without requesting a quota increase. What is the default maximum number of VMs allowed in a single VM Scale Set?,multiple-choice,500,This is below the actual default limit. Azure allows double this amount under normal conditions.,"1,000","By default, an Azure Virtual Machine Scale Set (VMSS) can contain up to 1,000 VMs when using uniform orchestration mode. This limit applies before any special quota increase requests are submitted.","10,000","Azure does not support 10,000 VMs in a single VMSS by default. This significantly exceeds standard limits.",Unlimited,No Azure service allows unlimited scaling. All compute services have defined limits and quotas.,,,,,2,"An Azure VM Scale Set can include up to 1,000 virtual machines by default, enabling large-scale deployments without manual VM management.",Azure Architecture and Services
A company keeps most of its applications and data on-premises but wants to extend its datacenter by adding Azure resources for additional compute and storage capacity. Both environments need to work together seamlessly. Which cloud deployment model does this represent?,multiple-choice,Public cloud,"A public cloud model would mean hosting all workloads in the cloud provider’s infrastructure, not extending an on-premises setup.",Hybrid cloud,A hybrid cloud combines: · on-premises infrastructure · public cloud resources (such as Azure). This model allows organizations to: · extend datacenter capabilities · use cloud services while keeping critical workloads on-prem · gradually migrate or burst into the cloud as needed.,Private cloud,"A private cloud is dedicated to a single organization, either on-prem or hosted, and does not involve public cloud integration.",,,,,,,2,"A hybrid cloud deployment extends on-premises infrastructure into Azure, enabling seamless integration between both environments.",Cloud Concepts
"Your organization needs a Microsoft tool that can evaluate compliance posture, provide recommendations, and help track alignment with standards such as GDPR, ISO/IEC 27001, and NIST. The tool should also offer a compliance score and improvement actions. Which Microsoft tool provides these capabilities?",multiple-choice,Microsoft Purview Compliance Manager,Microsoft Purview Compliance Manager helps organizations: · assess compliance with global regulations and industry standards · receive actionable improvement recommendations · track progress using a compliance score · manage regulatory risk.,Azure Policy,"Azure Policy enforces organizational rules within Azure, but it does not assess compliance against external standards like GDPR or ISO.",Microsoft Defender for Cloud,"Defender for Cloud focuses on security posture, threat protection, and security recommendations—not regulatory compliance scoring.",Azure Advisor,"Azure Advisor provides cost, performance, reliability, and security optimization recommendations, not regulatory compliance assessments.",,,,,1,"Microsoft Purview Compliance Manager is the tool that helps organizations assess, score, and improve compliance with international and industry standards.",Azure Architecture and Services
"Your operations team wants a single Azure service that can collect logs and metrics from virtual machines, applications, databases, and other Azure resources. They also need to run queries, build charts, and set up alerts based on this data. Which Azure service should they use?",multiple-choice,Azure Monitor,"Azure Monitor is Azure’s unified monitoring and observability platform. It can: · collect metrics, logs, and traces from many Azure resources · store log data in Log Analytics workspaces · run Kusto Query Language (KQL) queries · build dashboards and visualizations · create alerts based on conditions.",Azure Activity Log,Tracks control-plane actions (like resource creation or modification) but does not collect full telemetry or support complex log queries.,Azure Storage Explorer,"A tool for managing storage accounts, not for monitoring, querying, or alerting on logs.",Azure Advisor,"Provides recommendations (cost, security, reliability) but does not store logs or allow telemetry queries.",,,,,1,"Azure Monitor centralizes Azure telemetry, enables log queries, visualizations, and alerting—making it the core observability platform in Azure.",Azure Architecture and Services
Your company must enforce strict internal governance rules that are not included in Azure’s built-in policy definitions. You need to ensure these custom requirements are automatically audited and enforced across your Azure environment. Which actions should you take? (Select two that apply.),multi-select,Create a custom policy definition that reflects your organization’s internal requirements,Azure Policy allows you to write custom JSON-based policy definitions to enforce organizational rules not covered by built-in policies. This is the correct way to implement custom governance requirements.,"Assign the custom policy to the appropriate scope (management group, subscription, or resource group)",A policy has no effect until you assign it. You choose the proper scope: · management group · subscription · resource group. Assignments ensure your rules are evaluated and enforced.,Modify Azure built-in policies directly to match your organization’s rules,You cannot edit built-in policies. They are Microsoft-managed and read-only.,Wait for Microsoft to release a new built-in policy that matches your requirements,Microsoft may never release a policy matching your internal rules. Organizations are expected to use custom policies for unique compliance requirements.,,,,,"1,2","To enforce internal compliance rules not covered by Azure built-in policies, create a custom policy and assign it at the appropriate scope.",Azure Management and Governance
Your security team needs a centralized Azure service that provides: · a unified view of your cloud security posture · security recommendations · threat detection and alerts · compliance scoring. Which Azure services can help meet these needs? (Select two that apply.),multi-select,Microsoft Defender for Cloud,Defender for Cloud provides: · a centralized security dashboard · cloud security posture management (CSPM) · threat protection · recommendations to improve security · regulatory compliance assessments. It is the primary Azure security posture and threat protection tool.,Azure Policy,"Azure Policy contributes to centralized security posture by: · enforcing security standards · highlighting non-compliant resources · helping organizations maintain governance and compliance. While not a dashboard by itself, Azure Policy integrates with Defender for Cloud, feeding compliance data into the main security dashboard.",Azure Monitor,Azure Monitor collects logs and metrics but does not provide security posture management or threat protection recommendations.,Azure Advisor,"Advisor provides best-practice recommendations, including some security suggestions, but: · it does not act as a centralized security dashboard · it lacks threat detection · it does not provide compliance posture.",,,,,"1,2","Microsoft Defender for Cloud is Azure’s centralized security posture management and threat protection service, and Azure Policy reinforces compliance by enforcing organizational and security standards.",Azure Management and Governance
Microsoft releases Azure services through several lifecycle stages before they become fully supported. Your team wants to evaluate services early but also understand when they become production-ready. Which of the following represent stages in the Azure service lifecycle? (Select two that apply.),multi-select,Private Preview,This is an invite-only early stage where a limited group of customers tests new features. It is an official lifecycle stage characterized by no SLA and no production use.,Public Preview,"This stage allows any Azure customer to try the service. It is not yet generally available, lacks an SLA, and is intended for broader testing and feedback.",Retirement Phase,"Although services may eventually be retired, Retirement is not one of the three core lifecycle introduction phases used for new services (Private Preview → Public Preview → GA).",Developer Sandbox Phase,"There is no such stage in the Azure service lifecycle. This term refers to internal or organizational environments, not Azure service readiness phases.",,,,,"1,2",Azure introduces new services through three core readiness stages: Private Preview → Public Preview → General Availability (GA). Private = limited access; Public = open preview; GA = fully supported.,Azure Management and Governance
"Your Azure environment has an Azure Policy assigned that restricts which virtual machine sizes (SKUs) can be deployed. When attempting to deploy a VM using a size not allowed by the policy, the deployment fails. Which actions would allow you to successfully deploy the restricted VM size? (Select two that apply.)",multi-select,Modify the existing policy assignment to exclude the target resource group from enforcement,Azure Policy applies at the scope it is assigned to. If you exclude a specific resource group from the assignment: · The policy no longer applies to that RG · You can deploy the VM size that was previously blocked.,Update the policy parameters to add the required VM size to the allowed list,"If the policy uses an allowed SKUs rule, you can change its parameters to include the SKU you want. Once added, deployments using that size will succeed. This is the correct way to update policy governance while keeping enforcement in place.",Use the Owner role to bypass the policy restrictions,"No RBAC role, including Owner, can bypass Azure Policy. RBAC controls who can act; Policy controls what they are allowed to create. Policy always wins.",Temporarily disable the Azure subscription to clear the restrictions,"Disabling a subscription prevents all deployments, not policy changes. It does not bypass Azure Policy and is not logically related.",,,,,"1,2","To deploy a VM size restricted by an Azure Policy, you must modify the policy assignment or parameters—RBAC roles cannot override policy enforcement.",Azure Management and Governance
"Your team is learning about cloud service models and wants to correctly categorize different Azure compute offerings. They need to identify which options fall under the Infrastructure as a Service (IaaS) model, where the customer manages the OS and applications while Azure provides the underlying infrastructure. Which of the following are examples of IaaS? (Select two that apply.)",multi-select,Azure Virtual Machines,A VM is the classic example of IaaS. The user manages: · OS · patches · applications · runtime. Azure provides: · compute · networking · storage infrastructure.,Azure Virtual Machine Scale Sets (VMSS),"VMSS is also IaaS, because it is essentially a managed fleet of VMs. You still manage the OS and software running inside each VM.",Azure App Service,"This is Platform as a Service (PaaS). Azure manages the OS, runtime, and scaling—you only deploy code.",Microsoft 365 Exchange Online,This is Software as a Service (SaaS) where Microsoft delivers a complete application with no customer-managed infrastructure.,,,,,"1,2","Virtual Machines and VM Scale Sets are clear examples of IaaS, where you manage the OS and applications while Azure manages the underlying hardware.",Cloud Concepts
"Your development team wants to deploy a fully managed relational database in Azure, where Microsoft handles backups, patching, updates, and high availability. They want to avoid managing virtual machines and OS-level database configuration. Which Azure services meet these requirements? (Select two that apply.)",multi-select,Azure SQL Database,Azure SQL Database is a PaaS relational database. Microsoft manages: · OS · patching · backups · scaling · high availability. The customer only manages databases and data.,Azure Database for PostgreSQL,"This is also a fully managed PaaS relational database. Microsoft handles operations, and developers only manage schemas and data.",SQL Server installed on an Azure Virtual Machine,"This is IaaS, not PaaS. You must manage: · the VM · OS updates · SQL Server installation · backups (unless configured manually).",Azure Cosmos DB,"Cosmos DB is a NoSQL database, not a relational SQL database. It also has different APIs, but it is not a PaaS relational SQL offering.",,,,,"1,2","Azure’s PaaS relational database options include Azure SQL Database and Azure Database for PostgreSQL / MySQL, where Microsoft handles infrastructure and maintenance.",Azure Architecture and Services
"Your development team wants to automate their CI/CD process: building source code, running automated tests, and deploying applications to Azure resources. They are evaluating Microsoft services that provide pipeline automation capabilities. Which Microsoft services offer pipeline features for CI/CD? (Select three that apply.)",multi-select,GitHub (GitHub Actions),GitHub Actions allows you to: · build code · run automated tests · deploy to Azure services. It is a full CI/CD automation platform integrated directly into GitHub repositories.,Azure DevOps,"Azure DevOps Pipelines supports: · CI/CD automation · multi-stage YAML pipelines · building, testing, and deploying code. It is one of Microsoft's primary DevOps platforms.",Azure Container Registry,"ACR includes ACR Tasks, which can automatically: · build container images · run build pipelines · trigger builds on git commits · automatically deploy updated containers. This counts as a pipeline mechanism for containerized workloads.",Azure Monitor,Azure Monitor provides: · metrics and logs · alerts · observability features. It does not provide CI/CD pipelines or build automation.,,,,,"1,2,3","Multiple Microsoft services support CI/CD automation: GitHub Actions, Azure DevOps Pipelines, and ACR Tasks.",Azure Architecture and Services
Your team is adopting the Azure Resource Manager (ARM) model to standardize deployments. They want to know which tools and methods can directly interact with ARM to deploy Azure resources. Which of the following methods support deployments using Azure Resource Manager? (Select three that apply.),multi-select,Azure PowerShell,"Azure PowerShell cmdlets communicate directly with the ARM REST API, enabling deployments and management of resources.",Azure CLI,"Azure CLI also interacts with the ARM API, supporting deployments, updates, and configuration of resources.",Azure Policy,"Azure Policy evaluates and enforces compliance rules after deployments. It does not deploy resources through ARM; it governs deployments, not performs them.",ARM Templates,ARM Templates provide a declarative JSON-based way to deploy resources consistently using the ARM engine.,,,,,"1,2,4","ARM deployments can be performed through PowerShell, Azure CLI, and ARM Templates, all of which interact directly with the Azure Resource Manager API.",Azure Architecture and Services
"Your company has enabled Azure DDoS Protection Standard to protect public-facing applications. While this service mitigates most volumetric and protocol-level DDoS attacks, it does not protect against certain attack types that target the application layer. Which types of attacks are NOT mitigated by Azure DDoS Protection Standard? (Select two that apply.)",multi-select,Application-layer (L7) attacks,"Azure DDoS Protection Standard does NOT mitigate L7 attacks, such as HTTP GET floods. These require: · Web Application Firewall (WAF) · Application-level rate limiting · Bot protection. Azure DDoS Standard protects only network and transport layers.",Slow HTTP attacks targeting web application logic,"Attacks like Slowloris, Slow POST, and Application logic abuse operate at layer 7, making them outside the scope of Azure DDoS Standard. You must use WAF or app-level protections instead.",Network-layer (L3) attacks,Azure DDoS Standard DOES mitigate L3 attacks such as: · SYN floods · Ping floods · UDP floods.,Transport-layer (L4) attacks,Azure DDoS Standard DOES mitigate L4 attacks such as: · TCP SYN-ACK floods · TCP fragmentation attacks · UDP reflection attacks.,,,,,"1,2","Azure DDoS Protection Standard mitigates L3 and L4 attacks, but NOT L7 application attacks, which require a Web Application Firewall (WAF) or app-layer security tools.",Azure Management and Governance
"Your organization wants to enforce multi-factor authentication (MFA) and control user access to various cloud applications. They need to choose Azure services that provide identity management, conditional access, and authentication policies. Which Azure services can be used to enforce MFA and manage access to applications? (Select two that apply.)",multi-select,Microsoft Entra ID Conditional Access,Conditional Access policies allow you to enforce: · Multi-factor authentication (MFA) · Location-based access · Device-based access · Risk-based access. It is one of the primary methods for enforcing MFA.,Microsoft Entra ID,Entra ID provides: · User authentication · Identity management · MFA configuration · Application access control. It is the core Azure identity platform that MFA is built on.,Azure Virtual Network,"VNets control network isolation, not authentication, identity, or MFA.",Azure Key Vault,"Key Vault stores keys, secrets, and certificates. It does not manage user access or MFA.",,,,,"1,2","To enforce MFA and control access to applications, Azure uses Microsoft Entra ID and Conditional Access policies, not network or storage services.",Azure Architecture and Services
"Your company wants to quickly reduce monthly Azure spending. Several optimization options are available, but only some will provide immediate cost savings—starting within the same billing cycle. Which Azure actions are most likely to reduce costs immediately? (Select three that apply.)",multi-select,Using Azure Reserved Instances for most virtual machines,"Reserved Instances do reduce cost, but: · they require a 1- or 3-year commitment · savings begin after reservation purchase. It is not usually considered an “immediate cost reduction technique” because it doesn't eliminate existing waste.",Changing your storage accounts from GRS to LRS,GRS is significantly more expensive than LRS. Switching storage redundancy tiers immediately lowers the hourly storage cost on your next bill.,Auto-shutdown of development and QA servers during nights and weekends,Shutting down VMs when they’re not in use instantly stops compute billing. This is one of the fastest and most impactful cost-cutting actions.,Deleting unused public IP addresses and unattached disks,Azure charges for: · unattached managed disks · unused public IPs. Deleting these frees you from ongoing charges immediately.,,,,,"2,3,4","Immediate Azure cost reduction comes from turning off or eliminating unused resources or switching to cheaper service tiers, not from long-term reservation commitments.",Azure Architecture and Services
