Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"An enterprise is using Oracle Cloud Infrastructure (OCI) to support multiple internal business units. The cloud administrator wants to organize resources so that each business unit can view and manage only its own resources and costs, while a central IT team maintains overall visibility and spending oversight. Which OCI feature BEST enables resource isolation, delegated visibility, and centralized cost governance across departments?",Multiple Choice,Compartments and Budgets,"Compartments logically isolate resources by department or project and are used in IAM policies to restrict visibility and access. Budgets track and monitor spending per compartment and enable alerts when usage exceeds thresholds. Together, they provide isolation, visibility, and cost governance.",Availability Domains and Quotas,"Availability Domains are for fault isolation, not governance. Quotas limit resource usage but do not control visibility or cost reporting. Exam trap: Resource limits ≠ organizational isolation.",Fault Domains and Notifications,Fault Domains improve resiliency within an availability domain. Notifications only send alerts. No role in cost allocation or access isolation. Exam trap: High availability tools ≠ governance tools.,IAM Dynamic Groups and Usage Reports,Dynamic Groups enable resource-based IAM. Usage Reports provide raw cost data. Do not enforce department-level isolation. Exam trap: Reporting and automation ≠ access boundaries.,,, ,,1,"Compartments combined with Budgets form the foundation of OCI governance for isolation, access control, and cost tracking.",Governance and Administration
"A DevOps team wants to deploy, scale, and manage microservices packaged as containers on Oracle Cloud Infrastructure. The solution must provide native Kubernetes orchestration, automated control plane management, and seamless integration with OCI networking and IAM services. Which OCI service should the team use to meet these requirements?",Multiple Choice,Oracle Cloud Infrastructure Compute,"Provides virtual machines and bare metal instances but does not offer Kubernetes orchestration by itself. Often used underneath OKE, not as a replacement. Exam trap: Infrastructure ≠ container orchestration.",Oracle Cloud Infrastructure Functions,"Serverless, event-driven compute service designed for short-lived functions. No Kubernetes support. Exam trap: Serverless ≠ Kubernetes.",Oracle Cloud Infrastructure Container Engine for Kubernetes (OKE),"OCI’s fully managed Kubernetes service. Manages the Kubernetes control plane. Supports containerized workloads, auto-scaling, and integration with OCI networking, IAM, and storage. Officially documented by Oracle as the Kubernetes platform for OCI.",Oracle Cloud Infrastructure Block Storage,"Persistent block-level storage service. Used by compute or OKE, but does not manage containers. Exam trap: Storage ≠ application orchestration.",,,,,3,"When Kubernetes-based container orchestration is required on OCI, the correct service is OKE.",Core OCI Services
"An enterprise wants to establish a secure hybrid cloud architecture between its on-premises data center and resources hosted in Oracle Cloud Infrastructure (OCI). The connection must be private, highly reliable, and must not traverse the public internet. The solution will later be extended to support FastConnect or site-to-site VPN. Which OCI networking component is REQUIRED to enable this private connectivity?",Multiple Choice,OCI Service Gateway,Enables private access from a VCN to OCI public services such as Object Storage. Does not connect on-premises networks to OCI. Exam trap: Private OCI services ≠ on-premises connectivity.,OCI Internet Gateway,"Enables public internet access. Traffic traverses the internet, directly contradicting the requirement. Classic exam trap.",OCI Dynamic Routing Gateway (DRG),"Acts as the virtual router between OCI VCNs and on-premises networks. Required for site-to-site VPN and FastConnect. Enables private, non-internet connectivity. Defined in Oracle Help Portal as the foundation of hybrid networking.",OCI NAT Gateway,Allows outbound internet access for private subnets. Does not support inbound or on-premises connectivity. Exam trap: NAT ≠ private hybrid connection.,,,,,3,Private on-premises to OCI connectivity always requires a Dynamic Routing Gateway (DRG).,Core OCI Services
"A regulated financial services startup is modernizing its transaction-processing platform on Oracle Cloud Infrastructure (OCI). The solution must support secure handling of sensitive data, scale with transaction volume, and follow OCI best practices using core services such as compute, networking, storage, and identity management. Which OCI-based architecture BEST satisfies these security, scalability, and performance requirements?",Multiple Choice,Implement the entire application using OCI Functions with OCI Block Volume for persistent data storage,OCI Functions are event-driven and short-lived. Not suitable for core banking or long-running transactional workloads. Block Volume cannot be directly used by Functions. Exam trap: Serverless ≠ enterprise transactional systems.,"Run the application only on OCI Bare Metal instances, depending solely on hardware isolation and manual scaling","Bare Metal provides high performance but requires manual scaling and increases operational complexity. Security and compliance require IAM, networking, and service integration, not hardware isolation alone. Exam trap: Performance ≠ complete architecture.",Deploy the application in a single Availability Domain using a VCN for isolation and Object Storage only for application data,Single Availability Domain is a resiliency risk. Object Storage is not designed for transactional application data. Missing explicit IAM-based security controls. Exam trap: Logging storage ≠ application data architecture.,"Deploy the application on OCI Compute instances, use OCI Object Storage for backups and logs, and enforce access controls with OCI IAM","OCI Compute supports scalable, high-performance workloads. OCI Object Storage is ideal for backups, audit logs, and archival data. OCI IAM enforces least-privilege access and compliance controls. Aligns with OCI reference architectures for regulated workloads and uses core OCI services appropriately.",,,,,4,"Balanced architectures using Compute, IAM, and Object Storage align with OCI best practices for secure and scalable enterprise workloads.",Core OCI Services
"A cloud administrator is reviewing the pricing principles of Oracle Cloud Infrastructure (OCI) to estimate operational costs accurately. They want to understand which statements correctly reflect how OCI bills customers for compute, network, and general service usage. Which TWO statements accurately describe aspects of the OCI pricing model?",Multiple Choice,OCI follows a pay-as-you-go model and does not require customers to commit to a minimum annual spend.,OCI does not require long-term or upfront commitments. Customers pay based on actual resource consumption. Matches official OCI pricing documentation.,All OCI services included in the Free Tier can be used without limits for an unlimited duration.,Free Tier provides limited always-free resources. Usage caps and service restrictions apply. Classic exam trap: “Free” does not mean unlimited.,"Customers are charged only for the time compute instances are running, not simply for reserving capacity.","Compute billing is based on instance state (running vs stopped), shape, and duration of use. Simply reserving or planning capacity does not incur charges.",All outbound data transfer from OCI to the internet is free of charge.,Inbound data transfer is free. Outbound internet traffic is billable beyond free allowances. Exam trap: Mixing inbound vs outbound traffic rules.,Storage charges are calculated based on the maximum (peak) storage consumed during the billing cycle.,"OCI storage billing is based on average storage consumed over time, not peak usage. Exam trap: Peak-based billing misconception.",,,"1,3","OCI pricing is pay-as-you-go, compute is billed only when running, inbound data transfer is free, and storage is billed on average usage.",Governance and Administration
"A global enterprise is planning to migrate large-scale, data-intensive workloads to Oracle Cloud Infrastructure (OCI). The workloads must scale dynamically across regions to support global users, while avoiding upfront commitments and paying only for the resources actually consumed. The organization also wants predictable cost control as usage grows or shrinks. Which OCI pricing approach BEST supports these requirements in a cost-effective manner?",Multiple Choice,Subscription-Based,Requires predefined commitments over a fixed period. Reduces flexibility for fluctuating or unpredictable workloads. Exam trap: OCI does not mandate subscription commitments.,Pay-As-You-Go,"Customers pay only for the resources they actually use. No upfront or long-term commitment required. Ideal for scalable workloads, global deployments, and variable usage patterns. Explicitly defined in Oracle Help Portal as OCI’s primary pricing model.",Fixed Pricing,Implies a constant cost regardless of usage. Not aligned with elastic cloud consumption. Exam trap: Fixed pricing contradicts cloud scalability principles.,Tiered Pricing,"May exist within individual services as volume discounts, but does not define OCI’s overall pricing model. Exam trap: Billing characteristics ≠ pricing model.",,,,,2,"OCI pricing is fundamentally Pay-As-You-Go, supporting scalability, global reach, and cost optimization without upfront commitments.",Governance and Administration
"An enterprise is onboarding to Oracle Cloud Infrastructure (OCI) and wants to ensure that resources can be clearly separated by business unit for cost tracking, access control, and lifecycle management. This structure must be in place before deploying any compute, networking, or application resources. What is the FIRST action the cloud administrator should take to enable this segregation?",Multiple Choice,Create compartments to organize resources by project or department,"Compartments are logical containers used to isolate resources, control access, and track and allocate costs. They form the foundation for IAM policies and billing and must exist before policies, budgets, or resources can be applied.",Configure IAM policies to control user permissions,IAM policies reference compartments. Policies cannot be effectively defined without an existing compartment structure. Exam trap: Authorization depends on prior resource organization.,Design and deploy Virtual Cloud Networks (VCNs),VCNs are resources that live inside compartments and cannot be properly scoped without them. Exam trap: Networking is not the first governance step.,Distribute workloads across multiple Availability Domains,Availability Domains are used for resiliency and do not provide billing or management segregation. Exam trap: High availability ≠ governance.,,,,,1,"Compartments are always the first step in OCI governance, enabling organization, billing boundaries, and access control.",Governance and Administration
"A DevSecOps team is deploying a production workload on Oracle Cloud Infrastructure (OCI). The application must securely store database passwords and third-party API tokens. The solution requires encryption at rest using customer-managed keys and strict, policy-based access control to secrets. Which OCI service BEST fulfills these security requirements?",Multiple Choice,OCI Data Safe,"Focuses on database security posture, auditing, and sensitive data discovery. Does not store application secrets or manage encryption keys. Exam trap: Database security ≠ secret storage.",OCI Cloud Guard,Detects and responds to security misconfigurations and threats. Does not store secrets or manage encryption keys. Exam trap: Monitoring ≠ protection of secrets.,OCI Vault,"Designed to store secrets such as API keys, credentials, and tokens, and manage customer-managed encryption keys. Provides encryption at rest, IAM-based access control, and centralized secrets lifecycle management.",OCI Identity and Access Management (IAM),Controls who can access resources but does not store secrets or perform encryption. Exam trap: IAM enforces access but does not hold sensitive data.,,,,,3,"When secrets and customer-managed encryption keys are required, the correct OCI service is OCI Vault.",Security Services
"A development team is building a globally distributed application on Oracle Cloud Infrastructure that requires millisecond-level latency, horizontal scalability, and a schema-flexible data model. The database must be fully managed and capable of handling unpredictable workloads without manual tuning or capacity planning. Which OCI database service BEST meets these requirements?",Multiple Choice,OCI Autonomous Transaction Processing (ATP),"Fully managed relational database service that requires predefined schemas and SQL-based access. Designed for transactional workloads, not NoSQL access patterns. Exam trap: Autonomous ≠ NoSQL.",OCI Object Storage,Stores unstructured objects such as files and backups. Not a database and does not support query-based NoSQL operations. Exam trap: Durable storage ≠ database service.,OCI MySQL Database Service,Managed relational database that is schema-based and SQL-driven. Not optimized for massive horizontal scaling or NoSQL models. Exam trap: Managed database ≠ NoSQL database.,OCI NoSQL Database Cloud Service,"Fully managed NoSQL key-value and document database supporting flexible schema design, automatic scaling, high throughput, and low latency. Ideal for real-time, high-scale applications.",,,,,4,"For fully managed, schema-flexible, high-performance NoSQL workloads, OCI NoSQL Database Cloud Service is the correct choice.",Core OCI Services
"A cloud administrator is configuring access control in Oracle Cloud Infrastructure (OCI). They want to centrally manage user identities, group users by role, and control permissions using OCI-native authorization mechanisms. Which TWO statements correctly describe functionalities provided by OCI Identity and Access Management (IAM)?",Multiple Choice,Allows administrators to define permissions using human-readable policy statements.,OCI IAM policies are written in an English-like syntax specifying who can do what on which resources. This is a core IAM capability per Oracle documentation.,Provides built-in encryption of all customer data stored in OCI services.,"Data encryption is handled by OCI platform services, not IAM. IAM controls access, not data protection mechanisms. Exam trap: Security services ≠ identity services.",Supports creating and managing user groups to simplify permission assignment.,"IAM groups allow users with similar roles to be managed together. Policies are typically attached to groups, enabling scalable role-based access control.",Automatically protects applications from distributed denial-of-service (DDoS) attacks.,"DDoS protection is provided by OCI Edge Services and WAF, not IAM. Exam trap: Security protection ≠ access management.",Enables provisioning and configuration of Virtual Cloud Networks (VCNs).,VCNs are networking resources. IAM controls authorization but does not create or configure networking resources. Exam trap: Authorization ≠ provisioning.,,,"1,3",OCI IAM focuses on identity and authorization through human-readable policies and group-based access control.,Security Services
"According to the Shared Security Model in Oracle Cloud Infrastructure (OCI), Oracle secures and operates the underlying cloud infrastructure, while customers retain responsibility for securing how services are used. Which action is explicitly the CUSTOMER’S responsibility under this model?",Multiple Choice,Managing physical access controls to OCI data centers,"Physical security is fully handled by Oracle and includes guards, surveillance, and facility access. Classic exam trap: Physical security is never customer-owned.",Defining and enforcing Identity and Access Management (IAM) policies,Customers control who can access OCI resources and what actions users and groups are allowed to perform. IAM configuration is a core customer responsibility explicitly documented in the OCI Shared Security Model.,Maintaining and upgrading OCI networking hardware,"Routers, switches, and backbone infrastructure are Oracle-managed. Customers only configure logical networking constructs. Exam trap: Hardware ≠ configuration.","Auditing power, cooling, and environmental systems in OCI facilities","Power, cooling, and environmental controls are part of OCI data center operations and are fully owned and audited by Oracle. Exam trap: Environmental controls ≠ customer compliance duties.",,,,,2,"Oracle secures the cloud infrastructure, while customers are responsible for IAM, access control, and secure use of OCI services.",Security Services
A solutions architect is designing a resilient application on Oracle Cloud Infrastructure (OCI). The goal is to minimize downtime caused by infrastructure failures while maintaining service continuity. The architect wants to leverage OCI’s native constructs for fault isolation and disaster recovery. Which TWO approaches BEST ensure high availability and fault tolerance for OCI-based applications?,Multiple Choice,Deploy application components across multiple Availability Domains within a single OCI region.,"Availability Domains are physically isolated data centers that protect against failures such as power, cooling, and hardware faults. This is a standard OCI best practice for in-region high availability.","Host all application workloads on a single, high-capacity compute instance.",This creates a single point of failure and provides no fault tolerance or redundancy. Classic exam trap: Bigger instance ≠ higher availability.,Deploy application stacks in multiple OCI regions to protect against regional outages.,OCI regions are geographically isolated and protect against region-wide outages. This approach is required for maximum fault tolerance and disaster recovery and is recommended in OCI HA/DR reference architectures.,Use only Object Storage replication as the primary high availability mechanism.,Object Storage replication protects data durability but does not ensure compute or application availability. Exam trap: Data durability ≠ application availability.,Restrict deployments to one Availability Domain to simplify operations.,An Availability Domain outage would cause full downtime. This violates OCI high availability best practices. Exam trap: Simplicity ≠ resilience.,,,"1,3","High availability is achieved with multiple Availability Domains, and maximum fault tolerance requires deploying across multiple regions.",Core OCI Services
"A regulated FinTech organization is storing highly sensitive transaction data on Oracle Cloud Infrastructure (OCI). To meet compliance and security requirements, the organization must clearly understand which security controls it must implement versus those managed by Oracle under the Shared Security Model. Which action is explicitly the CUSTOMER’S responsibility to ensure data protection and regulatory compliance in OCI?",Multiple Choice,Managing and patching the physical servers and networking hardware used by OCI,Physical infrastructure is fully maintained by Oracle. Customers never manage or patch OCI hardware. Classic exam trap: Hardware = Oracle responsibility.,Controlling physical access to Oracle-owned data center facilities,"Oracle manages physical security, facility access, surveillance, and guards. Customers have no access to OCI data centers. Exam trap: Physical security is always Oracle’s role.",Implementing and managing encryption and access controls for application data,"Customers are responsible for enabling and managing encryption, configuring IAM policies and access rules, and protecting sensitive data stored in OCI services. This is a core customer responsibility under the Shared Security Model.",Certifying OCI services directly with global financial regulatory authorities,"Oracle ensures platform-level compliance certifications, while customers ensure their workloads and configurations meet regulatory needs. Exam trap: Platform compliance ≠ workload compliance ownership.",,,,,3,"Customers are responsible for data protection through encryption, IAM configuration, and secure application design in OCI.",Security Services
"A digital entertainment company is building a global video-on-demand platform on Oracle Cloud Infrastructure (OCI). The platform must scale automatically with viewer demand, serve media content with minimal latency to users worldwide, and leverage OCI-native services without complex custom networking. Which combination of OCI services BEST satisfies these performance, scalability, and global delivery requirements?",Multiple Choice,OCI Functions with OCI Autonomous Database,"Functions are event-driven and short-lived, making them unsuitable for continuous video streaming workloads. Autonomous Database does not deliver media content. Exam trap: Serverless ≠ streaming platform.",OCI Container Engine for Kubernetes (OKE) with OCI Object Storage,"OKE supports microservices, but Object Storage alone does not provide edge caching or global content acceleration. Exam trap: Storage scalability ≠ low-latency delivery.",OCI Bare Metal Instances with OCI FastConnect,"Bare Metal offers high performance, but FastConnect is designed for private enterprise connectivity and does not improve latency for global internet users. Exam trap: Network bandwidth ≠ global media delivery.",OCI Virtual Machine (VM) Instances with OCI Content Delivery Network (CDN),"VM Instances support scalable, long-running application services, while OCI CDN caches and delivers content from edge locations, reducing latency for global viewers. This aligns with OCI reference architectures for media delivery workloads.",,,,,4,"For global, low-latency media delivery on OCI, combine VM-based compute with OCI Content Delivery Network.",Core OCI Services
"Immediately after setting up a new tenancy in Oracle Cloud Infrastructure (OCI), an administrator wants to automate resource provisioning, manage services through scripts, and integrate OCI operations into CI/CD pipelines without relying on the web interface. Which OCI access method BEST supports these automation and programmatic management requirements?",Multiple Choice,OCI Console,The OCI Console is a web-based graphical interface intended for manual administration and is not suitable for scripting or automation. Exam trap: UI access ≠ automation.,OCI Command Line Interface (CLI),"The OCI CLI enables programmatic and script-based interaction using OCI APIs and is ideal for automation, CI/CD pipelines, and resource lifecycle management. It is available immediately after account setup and documented by Oracle as the primary automation tool.",Object Storage Browser,The Object Storage Browser is limited to managing Object Storage buckets and objects and cannot manage general OCI resources. Exam trap: Service-specific tools ≠ platform automation.,OCI Autonomous Database,"Autonomous Database is a fully managed database service, not an access or management interface. Exam trap: Service ≠ management method.",,,,,2,Automation and programmatic management in OCI are best achieved using the OCI Command Line Interface.,Getting Started with OCI
"An organization is designing its network architecture in Oracle Cloud Infrastructure (OCI). The network team wants the flexibility to define custom IP address ranges, segment workloads into subnets, control traffic flow using routing rules, and securely connect to the internet or on-premises networks. What is the PRIMARY advantage of using an OCI Virtual Cloud Network (VCN) for this setup?",Multiple Choice,"Full control over the virtual network, including IP addressing, subnets, route tables, and gateways","OCI VCN is a software-defined network that allows customers to choose private IP CIDR blocks, create public and private subnets, configure route tables, and attach gateways such as Internet, NAT, Service, and DRG gateways. This aligns with OCI networking documentation and best practices.",Automatic exposure of all resources to the public internet without security configuration,"OCI is secure by default, and internet access requires explicit configuration using an Internet Gateway, route tables, and security rules. Exam trap: Public access is never automatic.","Elimination of the need for route tables, gateways, or security rules","Route tables, gateways, and security rules are mandatory for traffic flow and security in OCI. Exam trap: Managed cloud ≠ unmanaged networking.",Dependency on physical networking hardware managed by the customer,"OCI networking is fully virtualized, with Oracle managing the physical infrastructure and customers managing only logical configurations. Exam trap: Cloud networking ≠ on-prem hardware.",,,,,1,OCI VCN provides complete logical control over networking while Oracle manages the underlying physical infrastructure.,Core OCI Services
