Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
"Your organization is planning a major cloud migration and wants to predict the monthly cost of Azure resources before deploying anything. They need a tool that allows them to model different configurations, estimate pricing, and compare scenarios. Which of the following statements about Azure cost-forecasting tools are TRUE? (Select two that apply.)",multi-select,The Azure Pricing Calculator lets you estimate future costs by modeling planned resources before deployment.,"TRUE. This tool is specifically designed to: · model hypothetical Azure deployments · estimate monthly costs before provisioning · compare regions, SKUs, and configurations. It is the correct tool for pre-deployment forecasting.",Azure Advisor provides proactive recommendations but cannot estimate costs for resources that do not yet exist.,TRUE. Advisor only analyzes existing resources and gives recommendations: · cost optimization · performance · reliability. It cannot estimate cost for resources that do not yet exist.,Azure Cost Management can estimate charges for planned workloads before you deploy them.,"FALSE. Cost Management analyzes actual usage and billing, not hypothetical deployments. It cannot model costs before resources exist.",The Azure Portal Dashboard automatically calculates future costs based on typed-in scenarios.,FALSE. Dashboards visualize metrics and resources but do not generate cost forecasts.,,,,,"1,2",Use the Azure Pricing Calculator to estimate future Azure costs before deploying resources. Azure Advisor and Cost Management only optimize or analyze existing usage.,Azure Management and Governance
"Your organization is building an application that requires extremely low-latency, high-throughput, and frequent small read/write operations. The solution must scale globally and maintain high availability with minimal performance impact. Which Azure database services are designed for ultra-low-latency workloads? (Select two that apply.)",multi-select,Azure Cosmos DB,TRUE. Cosmos DB is Azure’s globally distributed NoSQL database engineered for: · single-digit millisecond latency · massive write throughput · global distribution · multi-region writes. It is purpose-built for extremely low-latency read/write operations.,Azure Cache for Redis,"TRUE. Redis provides: · sub-millisecond latency · in-memory data access · extremely fast reads and writes. Ideal for caching or high-speed transactional workloads. While not a full database like Cosmos DB, it is absolutely a service designed for ultra-low latency operations.",Azure SQL Database,"FALSE. Although performant, it is not designed for ultra-low latency workloads at global scale. Latency is much higher than Cosmos DB or Redis.",Azure Synapse Dedicated SQL Pool,FALSE. Synapse is optimized for: · large-scale analytics · data warehousing. Not for low-latency transactional reads/writes.,,,,,"1,2","For extremely low-latency, frequent read/write workloads, use Azure Cosmos DB or Azure Cache for Redis—both engineered for millisecond or sub-millisecond access times.",Azure Architecture and Services
Your organization is evaluating whether to continue purchasing on-premises hardware (CapEx) or move to cloud consumption models (OpEx). They want to understand some disadvantages of Capital Expenditures (CapEx) compared to Operating Expenditures (OpEx). Which of the following statements about CapEx disadvantages are TRUE? (Select two that apply.),multi-select,CapEx requires a large upfront financial investment before value is realized.,"TRUE. Buying servers, storage, and networking equipment requires significant upfront investment, which is one of the biggest disadvantages.",CapEx assets must be depreciated over several years instead of being deducted immediately.,"TRUE. Instead of deducting the cost immediately, CapEx must be depreciated across multiple years, creating: · slower tax benefits · financial rigidity. This is another clear disadvantage.",CapEx allows expenses to be deducted immediately as they occur.,"FALSE. This describes OpEx, not CapEx. CapEx depreciation rules prevent immediate deduction.",CapEx eliminates financial risk because the hardware will always hold its value.,"FALSE. Hardware loses value quickly and may become obsolete, making it risky—not risk-free.",,,,,"1,2","CapEx is disadvantaged by high upfront cost and slow tax benefits through depreciation, while OpEx provides flexible, pay-as-you-go cost models.",Cloud Concepts
Your organization needs a disaster recovery plan that ensures applications and data remain accessible even if an entire Azure region becomes unavailable. Azure provides several built-in capabilities to support regional resiliency. Which Azure features help support disaster recovery across regions? (Select two that apply.),multi-select,"Azure Region Pairs, which ensure that each region is automatically linked with another region in the same geography for resiliency",TRUE. Every Azure region is paired with another within the same geography. Region pairs help with: · prioritized recovery · isolation from simultaneous failures · automatic platform-level replication for some services. This helps support regional disaster recovery scenarios.,"Geo-redundant storage (GRS), which asynchronously replicates data to a secondary region",TRUE. GRS replicates data asynchronously to a secondary region within the paired geography. This provides: · regional redundancy · data durability even during full regional outages. It is one of Azure’s built-in DR mechanisms.,"Azure Local Redundant Storage (LRS), which copies data only within a single datacenter",FALSE. Local Redundant Storage does not protect against regional outages. It only protects against hardware failure inside a single datacenter.,Virtual Networks automatically extend across regions for failover purposes,FALSE. VNets are region-scoped. They do not automatically extend or fail over to another region. Customers must configure VNet peering or redesign networking for DR.,,,,,"1,2","Azure supports disaster recovery through region pairs and geo-redundant storage, enabling data and services to survive a full regional outage.",Azure Architecture and Services
Your organization is comparing Azure Application Gateway and Azure Load Balancer to decide which one offers additional security protection at the application layer. Which of the following statements are TRUE? (Select two that apply.),multi-select,Application Gateway can include a Web Application Firewall (WAF) to protect against common web attacks.,"TRUE. Application Gateway (Layer 7) can be deployed with a Web Application Firewall, providing protection against: · OWASP Top 10 attacks · malicious HTTP/S requests · web vulnerabilities. Azure Load Balancer cannot do this.",Azure Load Balancer operates at Layer 7 and includes optional WAF capabilities.,FALSE. Azure Load Balancer is Layer 4 only. It does not inspect HTTP/S traffic or include WAF.,Application Gateway provides security features such as SQL injection and cross-site scripting protection when WAF is enabled.,"TRUE. When WAF is enabled on Application Gateway, it adds: · SQL injection prevention · cross-site scripting (XSS) protection · advanced HTTP/S filtering. This is a major security advantage over Azure Load Balancer.",Azure Load Balancer is designed for application-level traffic inspection.,FALSE. Load Balancer handles: · TCP/UDP · network-level traffic distribution. Not application-layer inspection.,,,,,"1,3",Only Azure Application Gateway offers WAF—an application-layer security feature not available in Azure Load Balancer.,Azure Architecture and Services
"Your organization wants employees to sign in once using their Microsoft Entra ID credentials and then seamlessly access multiple SaaS applications—such as Workday, Salesforce, and ServiceNow—without being prompted for their password again. They also want centralized management of authentication for those apps. Which Microsoft Entra ID features support this requirement? (Select two that apply.)",multi-select,Enterprise Application Single Sign-On (SSO),TRUE. Microsoft Entra ID provides Single Sign-On integrations for thousands of SaaS apps. It enables: · one login · seamless access to apps · centralized app authentication. This directly meets the requirement.,Application Federation using SAML or OAuth,TRUE. Federation is the underlying mechanism enabling SSO with apps like: · Salesforce (SAML) · ServiceNow (SAML/OIDC) · Workday (SAML). This is required for SSO trust relationships.,Conditional Access policies,"FALSE. Conditional Access controls when and how users sign in (risk-based, device-based, MFA requirements). It does not provide seamless SSO to apps.",Privileged Identity Management (PIM) for admin role elevation,"FALSE. PIM is for admin role elevation, not user SSO or SaaS access.",,,,,"1,2",SSO for SaaS apps in Microsoft Entra ID is achieved through Enterprise Application SSO and identity federation (SAML/OAuth)—not through Conditional Access or PIM.,Azure Architecture and Services
Your team is learning to distinguish Infrastructure as a Service (IaaS) from other cloud models in Azure. Review the following statements about Azure services and determine which ones correctly identify non-IaaS offerings. Which of the following statements are TRUE? (Select two that apply.),multi-select,"Azure SQL Database is not IaaS because Microsoft manages the OS, patches, and database engine.","TRUE. Azure SQL Database is Platform as a Service (PaaS). Microsoft manages: OS, patching, database engine, high availability. Customers manage only the data and schema.",Azure Virtual Machines are IaaS because the customer manages the OS and applications.,"TRUE. Customers manage: OS, patches, applications. This is the classic example of IaaS.",Azure Virtual Network is a PaaS service that removes customer responsibility for networking configuration.,"FALSE. A VNet is considered part of Azure IaaS networking, not PaaS. The customer still configures subnets, routing, and security.",SQL Server running on an Azure VM is not IaaS because Microsoft manages the SQL instance for you.,"FALSE. SQL Server in a VM is IaaS. Microsoft does not manage SQL Server inside the VM—you do. It is no different than running SQL on your own server, except hosted in Azure.",,,,,"1,2","IaaS in Azure includes VMs, VM Scale Sets, storage, networking, and anything where customers manage the OS and runtime. Azure SQL Database, by contrast, is PaaS, not IaaS.",Cloud Concepts
"A global e-commerce company notices slow load times for product images, videos, and other static assets, especially for users located far from the primary Azure region hosting the website. They want to improve performance without redeploying their application worldwide. How can Azure Content Delivery Network (CDN) help in this scenario?",multiple-choice,By automatically scaling the web servers during periods of high demand,"Incorrect. That is handled by App Service autoscale or VM scale sets, not CDN.",By hosting the entire application code on edge servers around the world,"Incorrect. CDN caches static data only, not dynamic application logic.",By caching static assets at edge nodes geographically close to users,"Correct. Azure CDN improves user experience by caching static content such as images, CSS, JavaScript, and videos at globally distributed edge locations. This reduces: latency, bandwidth consumption, load on the origin server. It does not execute application code or scale compute resources.",By creating a private network tunnel between the user and Azure,"Incorrect. That's closer to VPN/ExpressRoute, not CDN functionality.",,,,,3,"Azure CDN improves global performance by caching static content at edge locations near users, reducing latency and speeding up content delivery.",Cloud Concepts
"Your organization manages data across multiple systems, including on-premises SQL servers, Azure storage accounts, and third-party SaaS applications. They need a centralized way to classify data, track lineage, enforce governance policies, and ensure compliance across all environments. Which Azure service meets this requirement?",multiple-choice,Azure Monitor,"Incorrect. Focuses on metrics, logs, alerting—not data governance.",Microsoft Purview,"Correct. Microsoft Purview provides: Unified data governance, Data discovery and classification, Data lineage tracking, Compliance and risk insights, Governance across on-premises, multi-cloud, and SaaS data sources. This aligns directly with the scenario.",Azure Data Factory,"Incorrect. Used for data integration and ETL pipelines, not governance.",Azure Policy,"Incorrect. Enforces resource configuration rules, not data governance across systems.",,,,,2,"Microsoft Purview is Azure’s unified platform for data governance, compliance, and cataloging across hybrid and multi-cloud environments.",Azure Management and Governance
"Your organization wants to run cloud workloads with maximum flexibility. They do not want long-term contracts, upfront payments, or capacity reservations. They also want to pay only for the compute time actually consumed, billed down to the second. Which Azure pricing option best meets this requirement?",multiple-choice,Enterprise Agreement,Incorrect. EA is a contract-based licensing program for enterprises—it is not per-second and not usage-flexible.,Reserved Instances,Incorrect. These require a 1–3 year commitment in exchange for discounts—opposite of what the question requires.,Pay-As-You-Go,"Correct. Pay-As-You-Go lets you: pay per second for VMs and other compute resources, avoid long-term commitments, scale resources up or down freely, stop charges immediately when you stop the VM. It is the most flexible Azure pricing model.",Spot Pricing,Incorrect. Spot is cheap but not reliable—Azure can evict your VM at any time and it does not exist for all workloads. It is also not designed for general flexible billing.,,,,,3,"Pay-As-You-Go is Azure’s most flexible billing model, with no commitments and per-second billing for compute services.",Azure Management and Governance
Your organization needs to deploy a compute solution that can automatically increase or decrease the number of virtual machines based on demand. The solution must also distribute traffic evenly across all running instances without requiring a separate load balancer configuration. Which Azure service provides these capabilities?,multiple-choice,Azure App Service,"Incorrect. Scales web apps, not virtual machines.",Azure Virtual Machines,Incorrect. VMs do not auto-scale on their own; scaling must be manual.,Virtual Machine Scale Sets,"Correct. Azure Virtual Machine Scale Sets (VMSS) provide: Automatic scaling from one VM to thousands, Even distribution of traffic through integrated load balancing, High availability, Consistent configuration across all VM instances. This is the only Azure compute service designed for large-scale, identical VM deployment with built-in autoscaling.",Azure Traffic Manager,"Incorrect. Distributes traffic globally, but does not scale VMs and is not a load balancer.",,,,,3,Use Virtual Machine Scale Sets when you need groups of identical VMs that can autoscale and support built-in load balancing.,Azure Architecture and Services
A company deploys multiple instances of its API service across different Availability Zones within a single Azure region. They want to ensure the application continues running even if an entire datacenter experiences an outage. What is the primary benefit of this deployment strategy?,multiple-choice,Improved application performance due to faster processor types,Incorrect. Availability Zones do not change compute performance characteristics.,"Protection from datacenter-level failures, increasing overall availability",Correct. Deploying resources across Availability Zones provides: · Datacenter-level redundancy · Resilience against zone outages · Higher uptime (99.99% SLA for VMs deployed across zones). This makes fault tolerance the primary benefit.,Reduced cost because Azure charges less for multi-zone deployments,"Incorrect. Multi-zone deployments often cost more, not less (e.g., cross-zone data transfer).",Automatic scaling of resources without configuration,"Incorrect. Autoscaling is provided by VM Scale Sets or App Service, not by using zones.",,,,,2,Deploying resources across Availability Zones increases fault tolerance by protecting applications from datacenter-level failures within a region.,Azure Architecture and Services
A development team is considering Azure Functions to run lightweight code in response to events. They want to understand which workloads are not a good fit for serverless execution. Which of the following is NOT a typical characteristic or intended use case of Azure Functions?,multiple-choice,"They are optimized for short-lived, event-driven execution.",Incorrect. True — serverless functions are meant to run briefly and exit.,They automatically scale based on incoming events or triggers.,Incorrect. True — Azure Functions automatically scale based on event volume.,"They are ideal for continuously running, long-duration background processes.",Correct. Azure Functions (especially on the Consumption Plan) are designed for: · short-running tasks · event-driven execution · automatic scaling · pay-only-for-execution. They are not built for workloads that run continuously or require long processing durations. Long-running workloads are better suited for: · Azure App Service · Virtual Machines · Azure Kubernetes Service (AKS) · Durable Functions.,"They support triggers such as HTTP requests, queue messages, or blob uploads.",Incorrect. True — Azure Functions integrate natively with many Azure services for event-driven execution.,,,,,3,"Azure Functions are great for short-lived, event-driven workloads, not continuously running or long-duration processes.",Azure Architecture and Services
Your organization wants to reduce the risk of unauthorized account access caused by stolen or guessed passwords. They plan to require users to verify their identity using an additional authentication method beyond just a password. How does Multi-Factor Authentication (MFA) help improve account security?,multiple-choice,"It requires users to provide a second verification factor, such as a phone, authenticator app, or biometric.","Correct. MFA strengthens account security by requiring something the user knows (password) plus something the user has or is, such as: · Authenticator app notification · SMS verification code · Phone call · Biometric (fingerprint/face ID). This makes it significantly harder for attackers to gain access using only a stolen password.",It enables faster login times through single sign-on (SSO).,"Incorrect. SSO = convenience, not MFA security. SSO reduces login prompts but does not add an additional verification factor.",It approves users only once during the account creation process.,Incorrect. Not true — MFA is required during sign-in events based on policy conditions.,It eliminates the need for passwords entirely.,Incorrect. Passwordless authentication is separate from MFA. MFA still typically uses passwords + a second factor.,,,,,1,"MFA increases security by requiring an additional factor beyond passwords, making unauthorized access far more difficult.",Azure Architecture and Services
"Your organization needs to store large amounts of unstructured data such as documents, videos, logs, and binary files. The solution must be highly scalable and accessible over HTTP/HTTPS. Which Azure Storage service is best suited for this requirement?",multiple-choice,Azure Blob Storage,"Correct. Azure Blob Storage is designed for storing unstructured data at massive scale. It supports: Text files, Binary data, Images, Videos, Backups, Logs, Big data storage. It is optimized for cloud-native applications and accessible via REST APIs.",Azure File Storage,"Incorrect. Provides SMB file shares—best for lift-and-shift or shared file systems, not ideal for large-scale unstructured blob data.",Azure Table Storage,"Incorrect. Used for NoSQL key-value data, not binary or media files.",Azure Disk Storage,"Incorrect. Used for VM disks, not general-purpose unstructured data storage.",,,,,1,"When storing massive amounts of unstructured cloud-native data, Azure Blob Storage is the correct choice.",Azure Architecture and Services
Your company deploys several identical virtual machines hosting the same application. They want incoming network traffic to be automatically distributed across these VMs so that no single VM becomes overloaded. Which Azure service provides this capability?,multiple-choice,Azure Traffic Manager,"Incorrect. Routes traffic between regions, not between VMs inside one region.",Azure Load Balancer,"Correct. Azure Load Balancer distributes inbound traffic across multiple identical VMs, providing: High availability, Better performance, Equal workload distribution, Support for both inbound and outbound scenarios.",Azure Virtual Network,"Incorrect. Provides networking, not load balancing.",Azure Automation,Incorrect. Used for runbook automation—unrelated to traffic distribution.,,,,,2,"To distribute traffic across multiple identical VMs within a region, use Azure Load Balancer.",Azure Architecture and Services
"A development team runs test virtual machines in Azure that are needed only eight hours per day, Monday through Friday. They want to minimize cost while ensuring the VMs are available during working hours. Which approach best meets their requirement?",multiple-choice,Use Pay-As-You-Go virtual machines with automated start/stop schedules,"Correct. For workloads that run only during business hours, the most cost-effective strategy is Pay-As-You-Go pricing (billed only when the VM is running) combined with automated start/stop schedules using Azure Automation or the Start/Stop VM feature. This ensures you pay only for the 40 hours per week the VMs are in use.",Purchase 3-year Reserved Instances for the test virtual machines,Incorrect. Reserved Instances (3-year) are best for always-on workloads. A poor choice for VMs used only part of the week.,Use Spot VMs so the cost is always the lowest,Incorrect. Spot VMs can be evicted at any time and are not reliable for scheduled work when availability during working hours is required.,Run all test workloads on Premium-tier VMs for maximum performance,"Incorrect. Premium VMs increase cost, not reduce it. The scenario requires cost optimization.",,,,,1,"For dev/test environments with predictable, part-time usage, combine Pay-As-You-Go pricing with scheduled automation to keep costs low.",Azure Architecture and Services
"An organization has a sensitive internal payroll application integrated with Microsoft Entra ID. The IT team must ensure that only members of the HR department can access the application, while all other users are blocked. Which Microsoft Entra ID feature should be used to enforce this requirement?",multiple-choice,Conditional Access,"Correct. Conditional Access allows administrators to create access policies based on: user or group membership, applications, device compliance, location, and risk level. To allow only HR members, the admin creates a policy that grants access only if the user is a member of the HR group.",Multi-Factor Authentication,"Incorrect. MFA verifies identity strength, but does not restrict access based on department or group.",Identity Protection,Incorrect. Evaluates sign-in risk and user risk—does not filter app access by department.,Privileged Identity Management (PIM),"Incorrect. Manages administrator role activation, not access to enterprise applications for end users.",,,,,1,"Use Conditional Access to restrict access to applications based on user group membership, such as allowing only HR to access the payroll app.",Azure Architecture and Services
"An administrator wants to control which types of traffic are allowed into and out of a subnet. They need a free, rule-based filtering mechanism that evaluates network packets and permits or denies them based on defined security rules. Which Azure feature provides this capability?",multiple-choice,Azure Firewall,"Incorrect. A paid, fully managed firewall service. Provides advanced filtering, but not free.",Network Security Group,Correct. A Network Security Group (NSG) is a free Azure security feature that filters inbound and outbound traffic at the subnet or NIC level. It uses rule-based allow/deny policies and works at Layer 3 and Layer 4.,Azure Front Door,Incorrect. A global load balancing and application acceleration service. Not used for subnet traffic filtering.,Azure DDoS Network Protection,"Incorrect. Provides protection against DDoS attacks, not rule-based traffic filtering.",,,,,2,"Use Network Security Groups (NSGs) for free, rule-based inbound/outbound traffic filtering at the subnet or NIC level.",Azure Architecture and Services
"A company wants to ensure that if its primary Azure environment becomes unavailable, it can quickly switch to a secondary environment and resume operations with minimal downtime. Which concept does this requirement describe?",multiple-choice,High-performance computing,"Incorrect. Focuses on compute-intensive workloads, not recovery after failure.",Business Continuity and Disaster Recovery (BC/DR),"Correct. BC/DR is the standard term describing preparing for outages, restoring services quickly, ensuring data remains accessible, and minimizing downtime.",Cost optimization,"Incorrect. Deals with reducing cloud spending, not availability or recovery.",Infrastructure as Code (IaC),"Incorrect. Automates deployments, but does not ensure recovery during outages.",,,,,2,BC/DR ensures your applications and data can be recovered and run in another environment after an outage or failure.,Azure Management and Governance
A company wants to protect its Azure public endpoints from Distributed Denial of Service (DDoS) attacks. They want to choose the correct DDoS protection tier that provides enhanced mitigation capabilities compared to the free built-in protection. Which paid Azure DDoS protection tier offers advanced mitigation features for public IP addresses?,multiple-choice,DDoS IP Protection,"Incorrect. While a real service, it is a lower-cost per-IP model, whereas Network Protection is the premium full-featured tier.",DDoS Network Protection,"Correct. Azure offers two actual paid DDoS tiers: IP Protection and Network Protection (formerly Standard). For enterprise-scale advanced mitigation, DDoS Network Protection is the primary full-featured choice.",DDoS Basic,Incorrect. Not a product—this is simply the free built-in protection.,DDoS Edge Shield,Incorrect. Not an Azure offering.,,,,,2,Azure provides two paid DDoS tiers: IP Protection (cost-effective per-IP) and Network Protection (full advanced tier for enterprise scale).,Azure Management and Governance
