Question,Question Type,Answer Option 1,Explanation 1,Answer Option 2,Explanation 2,Answer Option 3,Explanation 3,Answer Option 4,Explanation 4,Answer Option 5,Explanation 5,Answer Option 6,Explanation 6,Correct Answers,Overall Explanation,Domain
Which of the following statements about acceptance testing techniques are correct? Note: There are 2 correct answers to this question.,multi-select,Risk-based testing prioritizes tests using risk analysis rather than tester intuition alone.,Correct. Risk-based testing uses identification and assessment of business impact and likelihood to prioritize testing effort.,Experience-based testing relies mainly on identified risk levels and risk categories.,"Incorrect. Experience-based testing relies on tester skill, intuition, and experience. Risk levels are the primary driver for risk-based testing.","Business process-based testing, possibly combined with decision tables, is used to validate end-to-end processes and business rules.",Correct. This combination is highly effective for acceptance testing as it focuses on workflows and complex business logic.,Data-driven testing derives acceptance tests from graphical or textual system models.,Incorrect. This describes model-based testing. Data-driven testing focuses on varying input data for the same test logic.,,,,,"1,3"," Acceptance testing leverages Risk-based (prioritization), Experience-based (intuition), and Business process-based (workflow/rules) techniques.",Acceptance Tests and Experience Based Practices
A bank uses Gherkin-style acceptance tests to validate money transfers. The business rule is: Transfers are allowed only if sufficient funds exist; Fees are applied after transfer. Which option is the BEST Gherkin-style acceptance test? ,multiple-choice,"GIVEN account A has $5000 and account B has $200, WHEN $1000 is transferred from A to B, THEN account A has $4000 and account B has $1200",Incorrect. This scenario ignores the critical business rule regarding the transfer fee.,"GIVEN account A has $5000 and a transfer fee of $50 applies, WHEN $1000 is transferred from A to B, THEN account A has $3950 and account B has $1200","Correct. GIVEN defines the full business context, WHEN is the business action, and THEN provides a measurable, rule-compliant outcome.","GIVEN account A has $5000, WHEN the user clicks “Transfer”, enters $1000, and confirms, THEN the transfer is successful",Incorrect. This focuses on UI implementation details rather than business behavior.,"GIVEN account A has insufficient funds, WHEN $1000 is transferred, THEN the system prevents the transfer","Incorrect. While behaviorally correct, it lacks specific, measurable values required for a strong acceptance test.",,,,,2," Effective Gherkin tests capture business rules, avoid UI steps, and provide measurable system states.",Acceptance Tests and Experience Based Practices
"A mission-critical online service must operate continuously. These expectations are traced to ISO/IEC 25010 sub-characteristics: maturity, availability, and recoverability. To which characteristic do these belong? ",multiple-choice,Maintainability,Incorrect. Maintainability focuses on the ease of modifying or repairing the system.,Usability,"Incorrect. Usability focuses on user interaction, learnability, and satisfaction.",Compatibility,Incorrect. Compatibility focuses on coexistence and interoperability with other systems.,Reliability,"Correct. Reliability in ISO/IEC 25010 specifically includes maturity (fault-free time), availability (uptime), and recoverability.",,,,,4, Reliability = Maturity + Availability + Recoverability. Focus on these when uptime and failure recovery are cited.,Acceptance Testing for NonFunctional Requirements
"An organization plans to deploy an application across multiple platforms. Stakeholders emphasize that the system must be easy to adapt, simple to install, and replaceable. Which ISO/IEC 25010 characteristic is this? ",multiple-choice,Reliability,Incorrect. Reliability focuses on stability and availability during runtime.,Usability,"Incorrect. Usability focuses on user-centric interaction, not deployment.",Portability,"Correct. Portability includes adaptability (to environments), installability, and replaceability.",Maintainability,Incorrect. Maintainability focuses on code-level changes and fixes.,,,,,3, Portability relates to the ease of moving the system between environments or replacing it.,Acceptance Testing for NonFunctional Requirements
"During formal acceptance testing, which artifact provides an overall indication of whether the targeted quality criteria have been achieved? ",multiple-choice,Execution report,Incorrect. Provides raw data on passes/fails but lacks the analytical conclusion against criteria.,Test results report,Incorrect. Focuses on individual outcomes rather than the holistic achievement of quality goals.,Test summary report,"Correct. Consolidates all results to assess coverage, residual risks, and whether the system meets acceptance criteria.",Defect report,Incorrect. Focuses on specific deviations rather than the overall readiness of the system.,,,,,3, The Test Summary Report is the key document for making the final go/no-go acceptance decision.,Acceptance Tests and Experience Based Practices
Which acceptance criterion is clearly related to security requirements? ,multiple-choice,Normal users shall have restricted access to private data.,"Correct. This criterion directly addresses authorization and access control, which are core security pillars.",The system’s response time shall not exceed 3 seconds.,Incorrect. This is a performance efficiency requirement.,The system shall be web-based.,"Incorrect. This is a technical constraint or architectural requirement, not a quality characteristic.",The graphical user interface shall comply with corporate style guides.,Incorrect. This is a usability and branding requirement.,,,,,1," Security criteria focus on the protection of data, authentication, and authorization logic.",Acceptance Testing for NonFunctional Requirements
Which option BEST describes the common goal shared by business analysts and testers in acceptance testing? ,multiple-choice,Ensure all acceptance tests are completed within the agreed test schedule.,"Incorrect. Schedule adherence is a project management metric, not the primary objective of acceptance.",Maximize delivered customer value by validating that the solution meets real business needs.,Correct. Both roles collaborate to ensure the system solves the intended problem and provides value to the business.,Perform joint risk analysis based on test planning outputs to improve test efficiency.,"Incorrect. This is a supporting activity, but not the ultimate shared goal.",Ensure developers consistently follow a Test-Driven Development approach.,"Incorrect. TDD is a development discipline, not a collaborative acceptance testing goal.",,,,,2, The ultimate goal of collaborative acceptance testing is to ensure business value and alignment with stakeholder needs.,Collaborative Acceptance Testing
Which option describes a valid usage of a Business Process Management (BPM) tool in the context of acceptance testing? ,multiple-choice,"Managing end-to-end traceability between business processes, rules, requirements, and test cases",Incorrect. This is a function of ALM or Test Management tools.,Modeling business processes and business rules,Correct. BPM tools are used to create BPMN and DMN models which serve as the basis for acceptance test design.,Maintaining traceability between test cases and user stories,Incorrect. This is managed within a Test Management or Agile project tool.,Performing test coverage analysis across acceptance criteria,Incorrect. Testing tools analyze coverage; BPM tools facilitate the visual modeling of logic.,,,,,2, BPM tools provide the modeling capability (BPMN/DMN) to help stakeholders visualize and agree on business logic.,Business Process and Business Rules Modeling
"A project team reports low momentum and difficulty imagining future progress. They feel stuck in the present and need a facilitated workshop that helps them reflect on past setbacks, recognize current position, and create a shared vision for moving forward. Which workshop fits this situation BEST?",multiple-choice,Visualize remaining milestones from today and define actions to reach them.,Focuses only on the future. Does not address why the team feels stuck. Exam trap: planning ≠ overcoming stagnation.,"Draw a staircase of milestones, place the present in the middle, and identify steps down (past issues) and up (future opportunities).","Staircase workshop — Correct. Explicitly addresses past, present, and future. Helps teams escape stagnation by visualizing progress paths. Builds shared understanding and renewed direction. Common facilitation technique for regaining momentum.",Run a structured debate where volunteers argue for and against the project.,"Encourages confrontation, not shared vision. May increase tension in a stagnant team. Exam trap: conflict ≠ motivation.",Organize a team day with physically challenging activities.,"Improves morale, but not project vision. Lacks structured reflection and direction-setting. Exam trap: team bonding ≠ strategic alignment.",,,,,2," When a team feels stuck and struggles to envision the future, choose workshops that explicitly connect past, present, and future.",Collaborative Acceptance Testing
"Different stakeholders evaluate system behavior from different perspectives (user, business, technical). Which combination of perspective and statement matches BEST according to acceptance testing and non-functional requirements principles?",multiple-choice,"From a user perspective, lack of system feedback while a request is being processed is a problem.",Users care about perceived responsiveness and feedback. Missing feedback impacts usability and satisfaction. Fits the user experience / quality in use perspective.,"From a business perspective, computing power and system architecture are key parameters.","Computing power and architecture are technical concerns. Business perspective focuses on value, risk, cost, and outcomes. Exam trap: misclassifying technical constraints as business concerns.","From a technical perspective, the number of concurrent users and transaction types are the main concerns.","These define workload and usage, typically a business or operational input. Technical perspective focuses on implementation, resources, and infrastructure. Exam trap: confusing workload definition with technical design.","From a business perspective, the selection of performance test tools depends on applied test techniques.",Tool selection is a technical/testing decision. Business perspective does not choose tools. Exam trap: assigning tool decisions to business roles.,,,,,1, Always align perspective ↔ concern correctly: User = feedback/usability; Business = value/risk/cost; Technical = infrastructure/implementation.,Acceptance Testing for NonFunctional Requirements
"In an Agile lifecycle, the team wants to ensure that acceptance criteria and acceptance tests are defined early enough to guide development, but collaboratively and iteratively, not as a one-time upfront activity. At which point are acceptance criteria and acceptance test cases typically created?",multiple-choice,During requirements planning and sprint planning.,Sprint planning selects ready backlog items; acceptance criteria should already exist. Exam trap: confusing backlog selection with backlog preparation.,During requirements analysis and formal requirements design sessions.,"Agile avoids heavy, upfront design phases. Acceptance criteria evolve iteratively. Exam trap: waterfall thinking in an Agile context.",During requirements refinement sessions and product backlog refinement.,This is where backlog items are clarified and made “ready”. Acceptance criteria and acceptance tests are collaboratively defined. Aligns with Agile and ATDD practices.,During requirements design and grooming sessions.,“Design sessions” are not a standard Agile construct. Grooming alone does not imply acceptance test definition. Exam trap: vague terminology that sounds Agile.,,,,,3, Acceptance criteria and tests are created before sprint planning during backlog/requirements refinement. Avoid answers implying formal design phases.,Collaborative Acceptance Testing
ISO/IEC 25010 defines a quality in use model with characteristics and explicitly named sub-characteristics. Which of the following is a sub-characteristic of quality in use according to this standard?,multiple-choice,Efficiency,"Efficiency is a quality in use characteristic, not a sub-characteristic. Exam trap: selecting the right model but wrong hierarchy level.",Mobility,Not defined in ISO/IEC 25010 quality models. Sounds plausible but is non-standard terminology.,Accuracy,"Accuracy is a sub-characteristic of effectiveness. However, in CT-AcT exams, this option is used as a deliberate ambiguity trap.",Economic impact mitigation,Defined sub-characteristic of Freedom from Risk. Quality in use focuses on risks experienced by users and organizations. Explicit ISO/IEC 25010 term.,,,,,4," For ISO/IEC 25010 quality in use, prefer unambiguous ISO terms like economic impact mitigation (under freedom from risk).",Acceptance Testing for NonFunctional Requirements
ISO/IEC 25010 distinguishes quality in use characteristics from their sub-characteristics. Which of the following is defined as a quality in use characteristic in this model?,multiple-choice,Proficiency,Not defined in ISO/IEC 25010. Sounds user-related but is non-standard terminology.,Pleasure,"This is a sub-characteristic of Satisfaction. The question asks for a characteristic, not a sub-characteristic.",Control of risk,Not an ISO/IEC 25010 term. The correct characteristic is Freedom from risk. Exam trap: paraphrased wording instead of exact standard term.,Freedom from risk,"One of the five quality in use characteristics. Covers economic, health & safety, and environmental risk mitigation. Exact ISO/IEC 25010 terminology.",,,,,4," Remember exact characteristics: Effectiveness, Efficiency, Satisfaction, Freedom from risk, and Context coverage. Paraphrased terms are usually wrong.",Acceptance Testing for NonFunctional Requirements
An organization moving from Waterfall to Agile is redefining responsibilities around acceptance testing. There is disagreement about how Business Analysis (BA) and Acceptance Testing (AT) should interact to support acceptance decisions and stakeholder value. Which statement BEST reflects the ISTQB CT-AcT view on the relationship between Business Analysis and Acceptance Testing?,multiple-choice,"Testers focus on verification, while Business Analysts are solely responsible for validation.",Oversimplifies verification vs validation. Acceptance testing also supports validation. Exam trap: rigid role separation.,Business analysis and acceptance testing share a common goal of delivering value and therefore require close collaboration throughout the lifecycle.,Both roles aim to ensure the solution meets real business needs. Collaboration is essential in Agile. Core principle of CT-AcT.,"Acceptance testing is a subset of business analysis, so testers should report to Business Analysts.",Acceptance testing is not subordinate to business analysis. Roles collaborate but remain distinct. Exam trap: hierarchy instead of collaboration.,Business analysis and acceptance testing must remain strictly separate to preserve independence.,"Independence does not mean isolation. CT-AcT explicitly promotes collaboration, especially in Agile.",,,,,2," BAs and Testers share the goal of delivering customer value. Acceptance testing is collaborative, not isolated or hierarchical.",Introduction and Foundations
Acceptance testing distinguishes between verification (“building the product right”) and validation (“building the right product”). Which scenario BEST illustrates the validation aspect of acceptance testing?,multiple-choice,Executing unit tests to verify the correctness of an interest calculation algorithm.,Focuses on technical correctness of code. Unit testing = verification. Exam trap: algorithm correctness ≠ business value.,Checking that a database stores a 10-digit phone number as specified in the technical design.,Verifies compliance with a technical design document. Checks implementation against specification. Exam trap: “according to design” signals verification.,Confirming an API returns HTTP 200 within 500 ms for standard requests.,Measures technical performance criteria. Verifies non-functional requirements at system level. Exam trap: performance metrics ≠ business outcome.,Ensuring the new Express Checkout feature actually reduces customer time-to-purchase as intended.,Validates whether the solution achieves the intended business outcome. Focuses on fitness for use and customer value. Directly supports acceptance decisions. This is the essence of validation.,,,,,4, Verification is building according to specs; Validation is building the right thing that delivers business value and achieves intent.,Introduction and Foundations
"In Acceptance Test-Driven Development (ATDD), the team agrees to define Gherkin scenarios before coding begins for a User Password Reset story. Why is this considered a foundational principle of ATDD?",multiple-choice,To allow Business Analysts to leave early because requirements are frozen in tests.,ATDD does not freeze requirements. Collaboration continues throughout the lifecycle. Exam trap: treating ATDD like a handoff-based process.,"To create a shared, executable specification that clarifies intent and avoids building unnecessary functionality.","Gherkin scenarios act as a shared understanding between business, testers, and developers. Clarifies the problem before implementation and prevents overengineering.",Because Gherkin is required by compilers to generate application code structures.,Gherkin is not a programming language; it is a business-readable specification format. Exam trap: confusing executable specs with compiled code.,To give testers enough time to manually execute acceptance tests within the sprint.,ATDD is not about scheduling manual test execution. Focuses on intent rather than logistics. Exam trap: focusing on logistics.,,,,,2, Defining scenarios before coding creates a shared specification that aligns intent and prevents building unnecessary functionality.,Introduction and Foundations
"An organization performs Operational Acceptance Testing (OAT) for a new cloud-based payroll system before go-live. Which test objective is most characteristic of OAT, rather than User Acceptance Testing (UAT)?",multiple-choice,Verifying that the system can be restored from backup within the agreed Recovery Time Objective (RTO).,"Focuses on operability, support, and recoverability. Backup, restore, and RTO are classic OAT concerns. Ensures IT operations can manage incidents.",Validating that the user interface complies with accessibility and branding guidelines.,"UI compliance and accessibility relate to usability and UAT. Focuses on end-user experience, not operations. Exam trap: confusing quality-in-use with operational readiness.",Checking that tax calculation rules match current legislation.,Validates business rules correctness. This is typical User Acceptance Testing (UAT). Exam trap: business correctness ≠ operational readiness.,Ensuring HR staff can complete a monthly payroll run within 4 hours.,Measures whether users can perform business tasks efficiently. This is a UAT performance objective. Exam trap: operational performance ≠ business performance.,,,,,1," OAT focuses on backup, restore, and monitoring (Can IT run this?); UAT focuses on business rules and workflows (Can users work with this?).",Introduction and Foundations
A DMN decision table defines: Amount ≤ 500 (Auto-Approved); Amount > 500 & Gold (Auto-Approved); Amount > 500 & Silver (Manual Review); Otherwise (Rejected). Which set of examples achieves full coverage of Auto-Approved and Manual Review outcomes with minimum redundancy?,multiple-choice,Amount 400 (Silver); Amount 600 (Gold); Amount 600 (Silver),Correct: This set covers all three paths to the target outcomes: 1. Amount ≤ 500 (Auto); 2. Amount > 500 & Gold (Auto); 3. Amount > 500 & Silver (Manual).,Amount 500 (None); Amount 1000 (Gold),Incorrect: Only covers 'Auto-Approved' outcomes; the 'Manual Review' rule is never triggered.,Amount 500 (Gold); Amount 500 (Silver); Amount 500 (None),"Incorrect: All examples use Amount 500, which only triggers the first rule (≤500). Rules requiring Amount > 500 are ignored.",Amount 600 (Gold); Amount 600 (Silver),"Incorrect: Misses the rule for Amount ≤ 500. While it covers Gold and Silver for higher amounts, it is incomplete for the full logic.",,,,,1," For DMN coverage, you must select examples that trigger every distinct logic branch (rule) leading to the desired outcomes. Minimum coverage requires one test per rule, not just per output category.",Business Process and Business Rules Modeling
